15000
0.0,5057
1.0,2435
1.4142135623730951,2168
2.0,1003
2.23606797749979,1468
2.8284271247461903,549
3.0,391
3.1622776601683795,627
3.605551275463989,385
4.0,131
4.123105625617661,184
4.242640687119285,121
4.47213595499958,148
5.0,117
5.0990195135927845,57
5.385164807134504,44
5.656854249492381,16
5.830951894845301,22
6.0,14
6.082762530298219,20
6.324555320336759,8
6.4031242374328485,8
6.708203932499369,9
7.0,1
7.0710678118654755,5
7.211102550927978,2
7.280109889280518,6
7.615773105863909,1
7.810249675906654,1
8.0,1
8.06225774829855,1
