15000
0.0,4906
1.0,2316
1.4142135623730951,2047
2.0,1085
2.23606797749979,1480
2.8284271247461903,539
3.0,412
3.1622776601683795,673
3.605551275463989,409
4.0,165
4.123105625617661,237
4.242640687119285,144
4.47213595499958,157
5.0,140
5.0990195135927845,67
5.385164807134504,73
5.656854249492381,27
5.830951894845301,33
6.0,11
6.082762530298219,19
6.324555320336759,12
6.4031242374328485,25
6.708203932499369,7
7.0,2
7.0710678118654755,4
7.211102550927978,3
7.280109889280518,3
7.810249675906654,1
8.06225774829855,2
8.246211251235321,1
