15000
0.0,4666
1.0,2280
1.4142135623730951,2012
2.0,1061
2.23606797749979,1474
2.8284271247461903,572
3.0,447
3.1622776601683795,644
3.605551275463989,437
4.0,180
4.123105625617661,303
4.242640687119285,144
4.47213595499958,202
5.0,182
5.0990195135927845,106
5.385164807134504,68
5.656854249492381,25
5.830951894845301,54
6.0,14
6.082762530298219,28
6.324555320336759,25
6.4031242374328485,26
6.708203932499369,10
7.0,6
7.0710678118654755,8
7.211102550927978,4
7.280109889280518,6
7.615773105863909,4
7.810249675906654,2
8.0,3
8.06225774829855,2
8.246211251235321,2
8.48528137423857,1
9.219544457292887,2
