the,ball,of,2
see,all,of,1
and,tangles,with,1
have,had,any,1
a,little,kiss,1
which,was,lying,1
do,at,the,1
our,drawing,room,1
and,perhaps,it,1
the,kitten,running,1
the,leaves,are,1
it,it,was,1
watching,the,boys,1
as,soon,as,1
much,id,far,1
fire,smokes,and,1
if,you,understood,1
to,tell,you,1
if,it,might,1
and,gently,touching,1
day,came,or,1
worsted,with,her,1
and,then,smoke,1
come,undone,again,1
as,if,some,1
in,the,middle,1
you,purred,well,1
at,the,old,1
sister,only,the,1
hard,at,work,1
its,face,washed,1
up,the,ball,1
round,the,kittens,1
in,the,autumn,1
sure,the,woods,1
and,folded,your,1
was,lying,quite,1
the,woods,look,1
exactly,like,her,1
the,wind,blows,1
listen,number,two,1
themselves,all,in,1
you,all,my,1
the,red,queen,2
sounds,just,as,1
arm,chair,half,1
while,dinah,was,1
ball,as,if,1
dinah,was,washing,1
deserved,it,you,1
play,chess,now,1
kitty,they,dress,1
and,then,she,1
her,now,do,1
other,way,i,1
how,nice,and,1
and,down,till,1
was,spread,over,1
nurse,do,lets,1
couldnt,have,had,1
smokes,and,then,1
been,for,that,1
the,looking,glass,1
look,exactly,like,1
number,three,you,1
kitty,can,you,1
so,much,to,1
wound,two,or,1
of,romps,with,1
her,knee,pretending,1
if,youll,only,1
know,she,wasnt,1
her,old,nurse,1
might,do,you,1
as,she,was,1
bonfire,and,it,1
one,of,them,1
as,they,were,1
running,after,its,1
it,covers,them,1
however,the,thing,1
so,while,alice,1
watch,the,progress,1
faces,was,this,1
with,earlier,in,1
it,up,to,1
thing,didnt,succeed,1
went,on,talking,1
alice,went,on,1
sticks,for,the,1
the,winter,you,1
your,faults,number,1
into,the,arm,1
model,for,it,1
it,says,go,1
the,day,came,1
which,the,ball,1
you,play,chess,1
phrase,lets,pretend,1
i,wish,i,1
i,wonder,if,1
brown,kitty,can,1
kitty,sat,very,1
and,trying,to,1
in,sticks,for,1
manage,and,then,1
know,i,was,1
up,it,wouldnt,1
certain,that,the,1
got,the,red,1
its,good,but,1
a,dinner,then,1
glass,house,first,1
not,good,directly,1
the,window,panes,1
and,speaking,in,1
you,say,pretending,1
and,so,while,1
well,it,was,1
she,held,the,1
to,sleep,darlings,1
i,can,see,1
beginning,with,her,1
asleep,the,kitten,1
leaves,are,getting,1
and,if,youre,1
a,nice,check,1
mischief,the,way,1
queen,off,the,1
keeping,your,eyes,1
its,face,all,1
glass,house,how,1
room,you,can,1
the,things,alice,1
look,this,led,1
if,youd,shut,1
kisses,them,so,1
very,demurely,on,1
putting,you,out,1
paw,and,then,1
pretending,to,watch,1
the,afternoon,and,1
kitty,alice,began,1
it,couldnt,have,1
argument,with,her,1
considering,so,you,1
thats,very,pretty,1
unwound,every,bit,1
theyve,a,fire,1
alices,speech,to,1
herself,kitty,sat,1
very,fast,as,1
off,the,table,1
earlier,in,the,1
finished,with,earlier,1
faults,kitty,and,1
youd,shut,them,1
now,as,i,1
white,kitten,had,2
kitten,wouldnt,fold,1
a,year,i,1
i,had,put,1
yards,of,it,1
tidy,so,you,1
but,this,is,1
the,end,of,1
washing,your,face,1
up,before,the,1
would,you,like,1
autumn,when,the,1
get,on,very,1
when,we,were,1
check,you,purred,1
only,attend,kitty,1
fault,entirely,for,1
used,to,say,1
only,it,got,1
never,can,tell,1
know,whether,theyve,1
all,knots,and,1
without,them,than,1
saucer,of,milk,1
to,say,beginning,1
you,pulled,snowdrop,1
to,the,looking,1
had,had,nothing,1
by,the,old,1
youll,only,attend,1
up,all,your,1
try,theres,a,1
punishments,for,wednesday,1
again,and,there,1
the,tail,just,1
morning,now,you,1
on,her,knee,1
now,dont,smile,1
saved,up,all,1
i,get,upon,1
up,snug,you,1
good,but,the,1
neck,just,to,1
had,any,hand,1
you,got,to,1
sleepy,in,the,1
the,ball,rolled,1
was,in,disgrace,1
shouldnt,mind,that,1
snowed,so,they,1
the,boys,getting,1
kings,and,queens,1
game,of,romps,1
nearly,opening,the,1
things,go,the,1
kitten,was,speaking,1
its,arms,properly,1
that,now,if,1
this,led,to,1
holding,up,one,1
smile,my,dear,1
here,i,wish,1
had,all,come,1
came,or,let,1
and,it,snowed,1
looking,glass,that,1
glad,to,help,1
was,certain,that,1
before,her,what,1
them,up,snug,1
the,kitten,what,1
the,winding,and,1
see,how,it,1
didnt,get,on,1
faults,number,one,1
meant,for,its,1
floor,and,yards,1
wake,up,in,1
all,your,punishments,1
it,and,when,1
then,it,covers,1
for,the,last,1
out,one,paw,1
rug,all,knots,1
was,speaking,her,1
with,a,white,1
to,wind,up,1
then,putting,out,1
of,an,hour,1
was,so,angry,1
hadnt,been,for,1
half,asleep,the,1
tight,up,it,1
there,were,only,1
kitty,alice,went,1
for,the,bonfire,1
again,when,i,1
her,sister,who,1
wonder,if,the,1
but,the,black,1
asking,it,seriously,1
quilt,and,perhaps,1
dropping,the,ball,1
begun,with,lets,1
and,it,wants,1
is,kitty,alice,1
dinner,then,when,1
the,snow,against,1
dont,make,any,1
if,the,snow,1
you,like,that,1
day,came,i,1
darling,what,have,1
lets,pretend,were,1
disgrace,really,dinah,1
again,but,she,1
if,some,one,1
kitty,and,really,1
kitty,do,you,1
cat,and,speaking,1
been,having,its,1
the,snow,loves,1
of,sticks,kitty,1
corner,of,the,1
eye,well,thats,1
her,and,began,1
have,guessed,if,1
help,if,it,1
dinners,at,once,1
the,white,kitten,3
have,won,if,1
it,up,before,1
so,cold,and,1
drawing,room,only,1
nurse,by,shouting,1
was,and,if,1
the,miserable,day,1
could,tell,you,1
whenever,the,wind,1
far,rather,go,1
up,and,had,1
that,nasty,knight,1
then,and,ill,1
frightened,her,old,1
her,what,you,1
you,squeaked,twice,1
having,a,grand,1
scrambled,back,into,1
nice,check,kitty,1
them,do,you,1
going,to,tell,1
i,said,she,1
im,a,hungry,1
your,eye,well,1
and,not,talk,1
came,wiggling,down,1
in,the,afternoon,1
they,do,at,1
nice,and,soft,1
winding,up,the,1
rather,go,without,1
fold,its,arms,1
a,fire,in,1
wants,plenty,of,1
the,other,way,1
she,had,had,1
alice,dropping,the,1
it,was,true,1
face,all,over,1
and,here,i,1
through,the,glass,1
this,morning,now,1
spread,over,the,1
it,she,held,1
who,liked,being,1
do,with,it,1
over,the,wrong,1
she,had,really,1
voice,as,she,1
so,you,see,1
turns,of,the,1
them,so,gently,1
the,summer,comes,1
led,to,a,1
because,alice,had,1
two,you,pulled,1
quite,a,long,1
milk,before,her,1
up,to,the,1
you,out,into,1
cross,a,voice,1
was,hard,at,1
the,bonfire,and,1
be,going,without,1
had,been,finished,1
all,my,ideas,1
thats,just,the,1
and,ill,be,1
to,herself,and,1
was,to,be,1
snow,and,youd,1
suppose,each,punishment,1
any,of,them,1
you,tidy,so,1
grand,game,of,1
and,dance,about,1
trying,to,purr,1
two,of,them,1
herself,than,the,1
soon,as,they,1
to,punish,it,1
to,the,kitten,2
arms,youd,look,1
you,all,your,1
up,the,kitten,1
touching,the,ball,1
wicked,little,thing,1
all,but,the,1
pretty,well,considering,1
kiss,to,make,1
she,was,hard,1
dinah,was,making,1
exact,had,argued,1
winter,you,never,1
got,unwound,again,1
its,own,tail,1
as,i,said,1
ideas,about,looking,1
youre,the,red,1
been,rolling,it,1
all,over,outside,1
dress,themselves,all,1
i,heard,you,1
youd,look,exactly,1
kitty,and,youve,1
undone,again,and,1
were,you,how,1
the,ball,again,1
the,way,dinah,1
into,the,snow,1
to,be,going,1
little,mischievous,darling,1
first,theres,the,1
began,winding,up,1
open,if,youd,1
down,among,my,1
set,it,up,1
you,can,be,1
chair,taking,the,1
paw,went,into,1
worsted,while,i,1
it,wants,plenty,1
of,them,and,1
alice,had,begun,1
as,cross,a,1
any,more,excuses,1
you,see,that,1
the,trees,and,1
going,without,a,1
of,a,year,1
oh,you,wicked,1
kitten,which,was,1
of,the,great,1
she,added,looking,1
that,it,might,1
tell,you,all,2
sister,who,liked,1
them,than,eat,1
it,was,the,1
i,was,watching,1
to,leave,off,1
them,yet,you,1
youd,have,deserved,1
could,manage,and,1
now,dont,make,1
snow,loves,the,1
the,hearth,rug,1
settled,again,when,1
it,to,imitate,1
in,as,cross,1
white,quilt,and,1
can,be,one,1
the,kitten,was,1
be,all,the,1
it,sounds,just,1
till,the,summer,1
the,wrong,way,1
youd,have,guessed,1
down,by,its,1
you,know,you,1
what,to,morrow,1
little,kiss,to,1
snow,against,the,1
that,you,say,1
blows,oh,thats,1
be,one,of,1
you,sat,up,1
it,understand,that,1
leave,off,never,1
for,any,of,1
rolled,down,upon,1
sticks,kitty,only,1
again,do,you,1
the,things,go,1
bit,i,want,1
i,think,if,1
say,beginning,with,1
the,rest,and,1
said,because,the,1
alice,began,youd,1
might,see,how,1
was,talking,all,1
began,youd,have,1
would,look,this,1
she,could,manage,1
know,i,think,1
got,so,cold,1
had,begun,with,1
the,mischief,the,1
as,if,you,1
taking,us,away,1
alice,catching,up,1
youd,been,up,1
id,far,rather,1
watched,just,as,1
as,i,had,1
with,the,ball,1
think,if,you,1
yet,you,know,1
your,face,this,1
then,when,the,1
and,bearing,it,1
wouldnt,have,happened,1
trying,to,wind,1
and,giving,it,1
had,argued,that,1
the,day,before,1
have,you,got,1
rolling,it,up,1
to,herself,kitty,1
eyes,open,if,1
putting,out,one,1
black,kittens,fault,1
the,autumn,when,1
till,it,had,1
could,see,that,1
pretend,that,youre,1
all,my,punishments,1
i,want,so,1
and,yards,of,1
the,nose,and,1
youre,a,bone,1
and,yards,and,1
it,would,look,1
off,never,mind,1
at,the,nose,1
upon,the,floor,1
with,her,sister,1
have,to,go,1
never,mind,kitty,1
lets,pretend,that,2
see,suppose,each,1
put,you,through,1
much,ill,tell,1
just,now,you,1
the,bonfire,to,1
it,was,spread,1
the,kitten,had,1
and,really,i,1
that,much,id,1
and,see,the,1
the,room,you,1
among,my,pieces,1
dont,smile,my,1
kitty,well,go,1
before,the,kitten,1
curled,up,in,1
thing,cried,alice,1
the,middle,oh,1
first,she,held,1
well,thats,your,1
all,of,it,1
looking,thats,three,1
face,washed,by,1
way,i,can,1
red,queen,off,1
she,rubbed,its,1
ear,with,one,1
fault,for,keeping,1
had,been,doing,1
by,the,tail,1
suppose,when,the,1
arms,properly,so,1
now,for,number,1
shouting,suddenly,in,1
tail,just,as,1
so,to,punish,1
poor,thing,down,1
let,me,see,1
shut,them,tight,1
when,they,wake,1
to,do,with,1
plenty,of,sticks,1
time,sometimes,to,1
attend,kitty,and,1
i,was,very,1
so,angry,kitty,1
the,time,sometimes,1
making,you,tidy,1
but,she,didnt,1
kitten,as,a,1
hands,and,i,1
sulky,it,was,1
them,then,and,1
had,had,quite,1
was,kissing,the,1
had,quite,a,1
been,up,in,1
be,glad,to,1
perhaps,it,says,1
great,arm,chair,1
window,and,putting,1
do,so,wish,2
what,would,they,1
up,in,a,1
her,childrens,faces,1
rubbed,its,face,1
on,the,white,1
understood,it,and,1
ill,tell,you,1
see,that,it,1
do,you,know,4
and,then,putting,1
was,all,meant,1
than,the,kitten,1
outside,i,wonder,1
kitty,and,not,1
opening,the,window,1
just,as,if,2
some,one,was,1
doing,i,was,1
make,any,more,1
punished,for,any,1
good,directly,she,1
you,whats,that,1
only,two,of,1
to,help,if,1
only,the,day,1
while,i,wasnt,1
dear,im,asking,1
was,the,black,1
on,holding,up,1
gently,and,then,1
one,paw,and,2
they,dress,themselves,1
away,from,alices,1
to,purr,no,1
worsted,to,clap,1
trees,and,fields,1
each,punishment,was,1
it,wouldnt,have,1
playing,just,now,1
cold,and,it,1
the,window,and,1
like,her,now,1
kitten,what,would,1
you,know,im,1
all,come,undone,1
so,much,ill,1
to,make,it,1
of,it,got,1
went,on,holding,1
still,and,trying,1
would,they,do,1
half,talking,to,1
back,into,the,1
down,till,it,1
they,had,to,1
with,lets,pretend,1
now,if,youll,1
speech,to,the,1
wasnt,looking,thats,1
and,now,and,1
you,know,what,1
at,last,to,1
paw,she,rubbed,1
to,see,how,1
you,little,mischievous,1
and,soft,it,1
this,is,taking,1
its,ear,with,1
washed,by,the,1
mind,that,much,1
sometimes,to,herself,1
and,had,been,1
over,outside,i,1
to,clap,her,1
looking,reproachfully,at,1
of,worsted,to,1
miserable,day,came,1
of,them,then,1
see,that,bit,1
to,prison,i,1
very,nearly,opening,1
had,nothing,to,1
comes,up,in,1
a,scramble,in,1
alice,wound,two,1
winding,and,now,1
sat,very,demurely,1
in,the,winter,1
ill,put,you,1
was,washing,your,1
them,tight,up,1
saw,all,the,1
see,the,bonfire,1
bearing,it,pretty,1
i,could,tell,1
snug,you,know,1
for,it,to,1
kittens,neck,just,1
into,looking,glass,1
and,putting,you,1
theres,the,room,1
and,i,do,1
you,were,thirsty,1
the,black,kitten,1
table,and,set,1
in,which,the,1
to,say,for,1
three,you,unwound,1
in,a,corner,1
very,pretty,cried,1
down,upon,the,1
kitten,lets,pretend,1
really,i,might,1
it,kitty,i,1
that,came,wiggling,1
it,would,be,1
thirsty,were,you,1
from,alices,speech,1
it,was,and,1
,looking,glass,1
without,a,dinner,1
i,should,be,1
in,green,and,1
she,added,ill,1
it,got,unwound,1
the,fireplace,oh,1
know,you,ought,1
other,paw,she,1
the,table,and,1
you,know,with,1
the,arm,chair,1
kitty,only,it,1
cried,alice,dropping,1
old,cat,for,1
fast,as,she,1
how,would,you,1
with,me,only,1
punish,it,she,1
you,through,into,1
queen,kitty,do,1
down,the,saucer,1
behind,the,fireplace,1
when,i,saw,1
when,i,said,1
i,do,so,2
and,half,asleep,1
would,be,glad,1
us,away,from,1
having,its,face,1
our,fire,smokes,1
taking,the,kitten,1
yourself,now,dont,1
i,might,have,1
fifty,dinners,at,1
and,youd,have,1
more,excuses,but,1
your,fault,for,1
you,how,do,1
as,a,model,1
after,its,own,1
it,when,i,1
morrow,here,alice,1
mischief,you,had,1
ought,to,have,1
say,pretending,that,1
while,alice,was,1
because,when,we,1
how,it,would,1
do,you,hear,1
with,her,favourite,1
yards,and,yards,1
now,you,cant,1
interrupt,me,she,1
she,went,on,2
beginning,at,the,1
smoke,comes,up,1
was,this,first,1
covers,them,up,1
hand,in,the,1
it,kisses,them,1
to,go,without,1
arm,chair,taking,1
oh,i,do,1
own,tail,in,1
thats,your,fault,1
added,looking,reproachfully,1
to,morrow,is,1
what,have,you,1
the,progress,of,1
snowdrop,away,by,1
hour,and,bearing,1
to,herself,than,1
your,eyes,open,1
middle,oh,you,1
it,got,so,1
i,could,see,1
we,were,playing,1
morrow,is,kitty,1
wrong,way,beginning,1
see,how,sulky,1
chess,now,dont,1
says,go,to,1
all,because,alice,1
all,meant,for,1
of,milk,before,1
or,three,turns,1
more,to,herself,1
dear,and,alice,1
not,been,punished,1
because,the,kitten,1
the,kitten,as,1
reproachfully,at,the,1
me,only,dinah,1
talking,more,to,1
tail,in,the,1
my,punishments,she,1
number,two,you,1
her,ear,nurse,1
ought,dinah,you,1
now,and,then,1
dinah,you,know,1
knight,that,came,1
your,punishments,for,1
go,without,them,1
properly,so,to,1
and,youve,not,1
you,wicked,little,1
summer,kitty,they,1
have,taught,you,1
taught,you,better,1
pieces,kitty,dear,1
sitting,curled,up,1
me,she,went,1
once,she,had,1
say,well,you,1
got,to,say,1
youre,not,good,1
with,the,kitten,1
happened,now,dont,1
hungry,hyaena,and,1
she,wasnt,thirsty,1
i,was,so,1
a,hungry,hyaena,1
were,kings,and,1
talking,to,herself,1
deny,it,kitty,1
glass,thats,just,1
the,floor,and,1
unless,our,fire,1
once,well,i,1
get,upon,a,1
thirsty,too,now,1
her,sister,only,1
do,lets,pretend,1
much,to,know,1
have,deserved,it,1
worsted,round,the,1
pretty,cried,alice,1
the,same,as,1
fields,that,it,1
had,been,reduced,1
herself,and,half,1
but,the,bit,1
up,in,that,1
week,suppose,they,1
then,smoke,comes,1
the,poor,thing,1
to,watch,the,1
you,watched,just,1
my,ideas,about,1
tell,you,know,1
better,manners,you,1
alice,said,because,1
all,the,time,1
washed,her,childrens,1
the,worsted,with,1
at,the,end,1
nothing,to,do,1
the,summer,kitty,1
way,dinah,washed,1
speaking,in,as,1
i,wasnt,looking,1
she,was,talking,1
catching,up,the,1
talk,so,much,1
was,making,you,1
you,half,the,1
have,happened,now,1
ought,she,added,1
that,the,kitten,1
well,go,and,1
of,worsted,alice,1
you,know,i,2
a,chair,all,1
the,black,kittens,1
so,wish,i,1
i,should,have,1
kitten,and,giving,1
dance,about,whenever,1
if,youre,not,1
a,bone,but,1
on,talking,more,1
lets,pretend,she,1
well,i,shouldnt,1
alice,used,to,1
been,doing,i,1
one,you,squeaked,1
didnt,succeed,principally,1
my,dear,im,1
up,one,finger,1
upon,a,chair,1
guessed,if,youd,1
the,bit,behind,1
for,number,three,1
to,say,well,1
rest,and,once,1
to,have,taught,1
can,tell,you,1
dinah,ought,to,1
day,before,all,1
into,your,eye,1
had,really,frightened,1
cat,for,the,1
this,first,she,1
had,put,down,1
all,the,mischief,1
and,there,it,1
put,down,the,1
romps,with,the,1
can,see,all,1
all,over,the,1
for,its,good,1
were,playing,just,1
all,in,green,1
gently,touching,the,1
hearth,rug,all,1
the,saucer,of,1
for,keeping,your,1
wish,i,could,2
had,saved,up,1
so,they,had,1
well,you,can,1
house,first,theres,1
it,might,do,1
thats,three,faults,1
true,im,sure,1
they,wake,up,1
that,the,white,1
out,into,the,1
see,through,the,1
do,try,theres,1
was,true,im,1
all,your,faults,1
you,understood,it,1
finger,im,going,1
tangles,with,the,1
green,and,dance,1
whether,theyve,a,1
three,turns,of,1
nasty,knight,that,1
demurely,on,her,1
white,kitten,which,1
argued,that,they,1
been,finished,with,1
were,comfortably,settled,1
paw,and,gently,1
or,let,me,1
and,the,worsted,1
of,the,worsted,2
been,trying,to,1
same,as,our,1
room,only,the,1
of,the,winding,1
so,wish,it,1
glass,that,it,1
wind,blows,oh,1
and,set,it,1
it,a,little,1
she,scrambled,back,1
ball,again,but,1
and,began,winding,1
an,hour,and,1
hear,the,snow,1
the,great,arm,1
said,check,you,1
at,once,well,1
manners,you,ought,1
feeling,that,it,1
squeaked,twice,while,1
and,sometimes,to,1
and,then,with,1
cried,alice,catching,1
you,unwound,every,1
the,old,cat,2
saving,up,all,1
pulled,snowdrop,away,1
theres,a,dear,1
window,panes,kitty,1
against,the,window,1
panes,kitty,how,1
im,sure,the,1
purr,no,doubt,1
for,yourself,now,1
summer,comes,again,1
you,had,been,1
came,i,should,1
as,if,it,1
it,seriously,because,1
only,the,things,1
