one,she,had,left,behind,so,1
was,too,strong,for,him,and,1
it,was,in,disgrace,really,dinah,1
began,writing,a,sudden,thought,struck,1
queen,the,king,immediately,fell,flat,1
of,surprise,she,was,down,on,1
hold,you,and,dont,keep,your,1
as,she,could,manage,and,then,1
queen,who,was,still,a,little,1
see,the,back,of,it,in,1
room,so,tidy,as,the,other,1
very,like,our,passage,as,far,1
rolled,down,upon,the,floor,and,1
make,a,memorandum,of,it,alice,1
that,the,white,kitten,had,had,1
so,low,that,alice,could,hardly,1
pawns,roll,over,and,begin,kicking,1
youre,the,red,queen,kitty,do,1
into,the,snow,and,youd,have,1
from,the,old,room,was,quite,1
can,see,all,of,it,when,1
went,into,your,eye,well,thats,1
held,it,up,to,the,looking,1
whiskers,to,which,the,queen,replied,1
way,i,know,that,because,ive,1
you,all,my,ideas,about,looking,1
thing,cried,alice,catching,up,the,1
and,rounder,and,rounder,till,her,1
nothing,but,a,bottle,of,ink,1
flat,on,his,back,and,lay,1
you,know,im,saving,up,all,1
and,had,jumped,lightly,down,into,1
i,want,so,much,to,know,1
kitten,had,been,having,a,grand,1
all,the,ashes,will,get,into,1
here,to,scold,me,away,from,1
this,first,she,held,the,poor,1
a,bright,silvery,mist,in,another,1
hadnt,i,but,the,king,took,1
alice,said,because,the,kitten,wouldnt,1
to,help,if,it,might,do,1
again,and,there,it,was,spread,1
and,larger,and,rounder,and,rounder,1
deserved,it,you,little,mischievous,darling,1
nearly,opening,the,window,and,putting,1
of,the,fender,imperial,fiddlestick,said,1
herself,as,she,noticed,several,of,1
had,been,trying,to,wind,up,1
looking,reproachfully,at,the,old,cat,1
the,wrong,way,beginning,at,the,1
she,could,find,any,water,to,1
of,the,pencil,which,came,some,1
he,and,the,queen,were,talking,1
pretend,and,here,i,wish,i,1
and,the,worsted,with,her,and,1
king,looked,puzzled,and,unhappy,and,1
you,will,though,the,queen,said,1
it,had,all,come,undone,again,1
in,there,perhaps,looking,glass,milk,1
then,putting,out,one,paw,and,1
of,worsted,alice,had,been,trying,1
dropping,the,ball,of,worsted,to,1
nor,see,her,so,alice,picked,1
his,hair,and,set,him,upon,1
wide,open,and,its,very,like,1
she,took,hold,of,the,end,1
of,our,drawing,room,wide,open,1
while,she,said,this,though,she,1
but,oh,kitty,now,we,come,1
the,poor,king,looked,puzzled,and,1
faces,my,dear,she,cried,out,1
glass,milk,isnt,good,to,drink,1
lightly,down,into,the,looking,glass,1
kitty,and,youve,not,been,punished,1
the,looking,glass,that,it,might,1
chair,half,talking,to,herself,and,1
when,the,day,came,or,let,1
lets,pretend,and,here,i,wish,1
that,it,kisses,them,so,gently,1
as,if,he,thought,that,was,1
nothing,to,do,with,it,it,1
im,saving,up,all,your,punishments,1
the,floor,oh,please,dont,make,1
which,the,ball,rolled,down,upon,1
who,was,sitting,sulkily,among,the,1
dear,im,asking,it,seriously,because,1
the,rapid,journey,through,the,air,1
you,like,that,now,if,youll,1
little,mischievous,darling,what,have,you,1
good,to,drink,but,oh,kitty,1
it,pretty,well,considering,so,you,1
and,when,they,wake,up,in,1
and,began,winding,up,the,ball,1
she,added,looking,reproachfully,at,the,1
pieces,kitty,dear,lets,pretend,and,1
one,you,squeaked,twice,while,dinah,1
over,the,hearth,rug,all,knots,1
next,the,fire,seemed,to,be,1
up,before,the,kitten,as,a,1
annoyed,with,the,queen,for,he,1
chimney,piece,while,she,said,this,1
your,arms,youd,look,exactly,like,1
down,in,the,hearth,among,the,1
through,into,it,somehow,kitty,lets,1
two,or,three,turns,of,the,1
theres,the,room,you,can,see,1
as,i,was,in,the,old,1
been,having,a,grand,game,of,1
two,castles,walking,arm,in,arm,1
because,ive,held,up,one,of,1
was,spread,over,the,hearth,rug,1
of,the,worsted,round,the,kittens,1
i,can,see,all,of,it,1
through,the,glass,and,had,jumped,1
something,began,squeaking,on,the,table,1
the,mischief,the,way,dinah,washed,1
imperial,fiddlestick,said,the,king,rubbing,1
says,go,to,sleep,darlings,till,1
had,had,nothing,to,do,with,1
a,little,peep,of,the,passage,1
journey,through,the,air,had,quite,1
with,the,ball,of,worsted,alice,1
looking,glass,room,the,very,first,1
and,im,nearly,sure,they,cant,1
when,he,found,himself,held,in,1
hearth,rug,all,knots,and,tangles,1
go,without,them,than,eat,them,1
seen,in,all,her,life,such,1
im,sure,the,woods,look,sleepy,1
white,king,and,the,white,queen,1
scramble,in,which,the,ball,rolled,1
must,get,a,thinner,pencil,i,1
my,ideas,about,looking,glass,house,1
with,her,and,began,winding,up,1
queen,gasped,and,sat,down,the,1
shook,so,with,laughing,that,she,1
cant,get,at,me,then,she,1
side,of,the,fender,imperial,fiddlestick,1
you,leave,the,door,of,our,1
seemed,to,be,all,alive,and,1
fire,as,if,he,thought,that,1
she,held,the,poor,thing,down,1
was,washing,your,face,this,morning,1
to,wind,up,and,had,been,1
violently,that,she,knocked,him,over,1
to,make,it,understand,that,it,1
chessmen,were,walking,about,two,and,1
would,be,if,we,could,only,1
out,as,she,rushed,past,the,1
get,through,why,its,turning,into,1
and,queens,and,her,sister,who,1
never,forget,you,will,though,the,1
of,the,passage,in,looking,glass,1
this,room,so,tidy,as,the,1
sure,its,got,oh,such,beautiful,1
dinah,was,washing,your,face,this,1
that,i,can,hardly,hold,you,1
struck,her,and,she,took,hold,1
youre,tidy,enough,she,added,as,1
at,me,then,she,began,looking,1
on,holding,up,one,finger,im,1
to,watch,the,progress,of,the,1
little,he,was,so,covered,with,1
down,among,my,pieces,kitty,dear,1
won,if,it,hadnt,been,for,1
scrambled,back,into,the,arm,chair,1
faces,was,this,first,she,held,1
again,when,i,saw,all,the,1
clock,on,the,chimney,piece,you,1
low,that,alice,could,hardly,hear,1
soft,like,gauze,so,that,we,1
a,little,annoyed,with,the,queen,1
i,might,have,won,if,it,1
she,had,done,and,went,round,1
upon,the,table,near,the,queen,1
with,laughing,that,she,nearly,let,1
you,know,you,ought,she,added,1
went,on,as,soon,as,they,1
you,how,do,you,know,she,1
that,she,knocked,him,over,among,1
alice,was,very,anxious,to,be,1
i,was,so,angry,kitty,alice,1
in,it,lets,pretend,theres,a,1
has,got,all,soft,like,gauze,1
youll,only,attend,kitty,and,not,1
two,you,pulled,snowdrop,away,by,1
window,panes,kitty,how,nice,and,1
cry,out,but,his,eyes,and,1
face,washed,by,the,old,cat,1
finger,im,going,to,tell,you,1
and,her,sister,who,liked,being,1
house,how,would,you,like,that,1
squeaked,twice,while,dinah,was,washing,1
tell,you,all,my,ideas,about,1
the,question,it,was,quite,clear,1
that,moment,the,king,went,on,1
a,hungry,hyaena,and,youre,a,1
the,trees,and,fields,that,it,1
the,kitten,what,would,they,do,1
as,i,had,put,down,the,1
among,the,cinders,but,in,another,1
alice,picked,him,up,very,gently,1
began,youd,have,guessed,if,youd,1
been,doing,i,was,very,nearly,1
youre,not,good,directly,she,added,1
in,the,winter,you,never,can,1
you,havent,got,any,whiskers,the,1
a,frightened,whisper,so,low,that,1
in,a,whisper,for,fear,of,1
in,the,middle,oh,you,wicked,1
that,nasty,knight,that,came,wiggling,1
can,only,see,the,back,of,1
but,that,all,the,rest,was,1
white,pawns,roll,over,and,begin,1
she,rushed,past,the,king,so,1
kisses,them,so,gently,and,then,1
she,wasnt,thirsty,too,now,for,1
asking,it,seriously,because,when,we,1
gently,touching,the,ball,as,if,1
here,i,wish,i,could,tell,1
she,scrambled,back,into,the,arm,1
on,the,table,she,thought,she,1
eye,well,thats,your,fault,for,1
it,was,all,meant,for,its,1
was,quite,clear,that,he,could,1
make,any,more,excuses,but,listen,1
to,look,whether,there,was,a,1
breath,away,but,before,she,put,1
was,true,im,sure,the,woods,1
things,alice,used,to,say,beginning,1
the,air,had,quite,taken,away,1
and,unhappy,and,struggled,with,the,1
kitty,and,really,i,might,have,1
looking,glass,house,first,theres,the,1
considering,so,you,see,that,it,1
you,know,with,a,white,quilt,1
of,my,child,the,white,queen,1
punish,it,she,held,it,up,1
ends,of,my,whiskers,to,which,1
enormous,memorandum,book,out,of,his,1
she,held,it,up,to,the,1
and,rounder,till,her,hand,shook,1
true,im,sure,the,woods,look,1
know,i,was,so,angry,kitty,1
suppose,they,had,saved,up,all,1
i,do,so,wish,it,was,1
she,had,got,there,and,certainly,1
bit,of,the,worsted,while,i,1
declare,itll,be,easy,enough,to,1
child,the,white,queen,cried,out,1
the,voice,of,my,child,the,1
anything,but,alice,was,too,strong,1
side,of,her,noisy,little,daughter,1
dont,make,any,more,excuses,but,1
the,white,queen,cried,out,as,1
your,eye,well,thats,your,fault,1
the,way,dinah,washed,her,childrens,1
be,all,the,rest,and,once,1
disgrace,really,dinah,ought,to,have,1
hands,and,knees,watching,them,the,1
on,i,shall,never,never,forget,1
for,a,minute,or,two,she,1
room,was,quite,common,and,uninteresting,1
if,we,could,only,get,through,1
the,ball,rolled,down,upon,the,1
said,why,youll,be,hours,and,1
mightnt,take,his,breath,away,but,1
upon,the,floor,oh,please,dont,1
of,things,that,i,dont,intend,1
one,thing,was,certain,that,the,1
so,alice,picked,him,up,very,1
up,in,that,room,too,but,1
putting,out,one,paw,and,gently,1
it,was,quite,clear,that,he,1
when,we,were,playing,just,now,1
getting,through,into,it,somehow,kitty,1
were,kings,and,queens,and,her,1
itll,be,when,they,see,me,1
in,the,fireplace,and,she,was,1
lifted,him,across,more,slowly,than,1
unhappy,and,struggled,with,the,pencil,1
thirsty,were,you,how,do,you,1
as,well,dust,him,a,little,1
time,sometimes,to,the,kitten,and,1
white,kitten,which,was,lying,quite,1
this,led,to,a,scramble,in,1
play,chess,now,dont,smile,my,1
foot,alice,was,very,anxious,to,1
the,kitten,wouldnt,fold,its,arms,1
before,her,what,you,were,thirsty,1
all,the,time,sometimes,to,the,1
which,had,been,hurt,by,the,1
know,im,saving,up,all,your,1
snow,and,youd,have,deserved,it,1
house,kitty,i,wonder,if,theyd,1
on,her,hands,and,knees,watching,1
breath,a,little,she,called,out,1
being,very,exact,had,argued,that,1
and,sometimes,to,herself,kitty,sat,1
shall,be,as,warm,here,as,1
white,kitten,had,had,nothing,to,1
winter,you,never,can,tell,you,1
lets,pretend,theres,a,way,of,1
out,to,the,white,king,who,1
pretending,that,the,kitten,was,speaking,1
beautiful,things,in,it,lets,pretend,1
how,would,you,like,that,now,1
little,daughter,the,queen,gasped,and,1
the,queen,that,she,mightnt,take,1
fold,its,arms,properly,so,to,1
it,there,now,i,think,youre,1
all,the,rest,was,as,different,1
had,had,quite,a,long,argument,1
wind,blows,oh,thats,very,pretty,1
if,youll,only,attend,kitty,and,1
the,old,cat,and,speaking,in,1
among,my,pieces,kitty,dear,lets,1
dear,lets,pretend,and,here,i,1
now,we,come,to,the,passage,1
she,thought,she,might,as,well,1
be,only,pretence,just,to,make,1
the,table,at,that,rate,id,1
three,you,unwound,every,bit,of,1
the,side,of,her,noisy,little,1
and,there,it,was,spread,over,1
and,began,writing,for,him,the,1
looking,glass,milk,isnt,good,to,1
two,and,two,here,are,the,1
at,the,nose,and,just,now,1
sat,down,the,rapid,journey,through,1
said,the,king,was,saying,i,1
head,just,in,time,to,see,1
the,fire,as,if,he,thought,1
the,white,queen,sitting,on,the,1
have,to,go,without,fifty,dinners,1
some,one,was,kissing,the,window,1
the,same,as,our,drawing,room,1
dance,about,whenever,the,wind,blows,1
queens,and,her,sister,who,liked,1
think,they,can,hear,me,she,1
horror,of,that,moment,the,king,1
them,up,snug,you,know,with,1
away,from,the,fire,oh,what,1
begin,kicking,she,watched,it,with,1
get,through,she,was,up,on,1
alice,said,in,a,whisper,for,1
been,finished,with,earlier,in,the,1
question,it,was,quite,clear,that,1
of,the,question,it,was,quite,1
and,hours,getting,to,the,table,1
would,happen,next,it,is,the,1
punished,for,any,of,them,yet,1
into,looking,glass,house,how,would,1
so,gently,and,then,it,covers,1
punishment,was,to,be,going,without,1
reproachfully,at,the,old,cat,and,1
understand,that,it,was,in,disgrace,1
you,my,dear,i,turned,cold,1
in,which,the,ball,rolled,down,1
were,walking,about,two,and,two,1
sitting,sulkily,among,the,ashes,mind,1
behind,alice,and,made,her,turn,1
she,could,do,nothing,but,hug,1
warmer,in,fact,because,therell,be,1
her,turn,her,head,just,in,1
turn,her,head,just,in,time,1
real,one,blazing,away,as,brightly,1
how,sulky,it,was,and,if,1
quite,still,and,trying,to,purr,1
was,kissing,the,window,all,over,1
getting,in,sticks,for,the,bonfire,1
the,king,immediately,fell,flat,on,1
you,can,just,see,a,little,1
a,minute,or,two,she,could,1
to,the,very,ends,of,my,1
she,watched,it,with,great,curiosity,1
heard,you,whats,that,you,say,1
was,and,if,youre,not,good,1
mischievous,darling,what,have,you,got,1
make,such,faces,my,dear,she,1
was,very,anxious,to,be,of,1
the,room,you,can,see,through,1
breath,mind,you,come,up,the,1
day,came,or,let,me,see,1
recovered,her,breath,a,little,she,1
go,the,wrong,way,i,know,1
way,dont,get,blown,up,alice,1
i,had,put,down,the,saucer,1
be,all,alive,and,the,very,1
it,seriously,because,when,we,were,1
old,room,was,quite,common,and,1
sleep,darlings,till,the,summer,comes,1
glass,house,first,theres,the,room,1
rushed,past,the,king,so,violently,1
theyve,a,fire,in,the,winter,1
the,white,pawns,roll,over,and,1
its,good,but,the,black,kitten,1
the,table,she,thought,she,might,1
succeed,principally,alice,said,because,the,1
bar,to,bar,till,at,last,1
floor,oh,please,dont,make,such,1
alice,catching,up,the,kitten,and,1
and,his,mouth,went,on,getting,1
to,say,beginning,with,her,favourite,1
and,began,writing,a,sudden,thought,1
still,and,alice,was,a,little,1
live,in,looking,glass,house,kitty,1
it,up,before,the,kitten,as,1
snow,against,the,window,panes,kitty,1
into,the,fire,as,if,he,1
passage,in,looking,glass,house,if,1
way,over,his,shoulder,and,began,1
if,youd,shut,them,tight,up,1
beginning,at,the,nose,and,just,1
of,it,got,unwound,again,do,1
only,the,day,before,all,because,1
turns,of,the,worsted,round,the,1
for,it,to,imitate,however,the,1
voice,of,my,child,the,white,1
kitten,lets,pretend,that,youre,the,1
round,the,room,to,see,if,1
to,melt,away,just,like,a,1
table,by,the,side,of,her,1
give,you,milk,in,there,perhaps,1
and,set,it,up,before,the,1
not,good,directly,she,added,ill,1
grand,game,of,romps,with,the,1
it,kitty,i,heard,you,whats,1
of,breath,mind,you,come,up,1
had,really,frightened,her,old,nurse,1
fear,of,frightening,them,and,there,1
get,on,very,fast,as,she,1
attend,kitty,and,not,talk,so,1
it,was,a,nice,check,kitty,1
the,chimney,piece,you,know,you,1
by,the,tail,just,as,i,1
nearly,screaming,herself,into,a,fit,1
ill,be,all,the,rest,and,1
was,to,look,whether,there,was,1
nice,it,would,be,if,we,1
poor,king,looked,puzzled,and,unhappy,1
you,through,into,looking,glass,house,1
know,with,a,white,quilt,and,1
picked,him,up,very,gently,and,1
certainly,the,glass,was,beginning,to,1
different,as,possible,for,instance,the,1
the,table,near,the,queen,the,1
queen,off,the,table,and,set,1
old,cat,for,the,last,quarter,1
beyond,oh,kitty,how,nice,it,1
her,breath,a,little,she,called,1
if,it,might,do,you,know,1
a,little,old,man,and,grinned,1
here,as,i,was,in,the,1
old,room,thought,alice,warmer,in,1
fun,itll,be,when,they,see,1
oh,you,wicked,little,thing,cried,1
little,lily,was,nearly,screaming,herself,1
but,listen,number,two,you,pulled,1
how,would,you,like,to,live,1
oh,what,fun,itll,be,when,1
any,water,to,throw,over,him,1
think,if,you,sat,up,and,1
open,all,the,ashes,will,get,1
only,two,of,them,and,alice,1
away,by,the,tail,just,as,1
the,very,ends,of,my,whiskers,1
set,her,on,the,table,by,1
try,theres,a,dear,and,alice,1
he,found,himself,held,in,the,1
unless,our,fire,smokes,and,then,1
thats,very,pretty,cried,alice,dropping,1
kitten,running,after,its,own,tail,1
get,blown,up,alice,watched,the,1
washed,her,childrens,faces,was,this,1
settled,again,when,i,saw,all,1
you,can,only,see,the,back,1
for,fear,of,frightening,them,and,1
screaming,herself,into,a,fit,she,1
up,the,regular,way,dont,get,1
little,kiss,to,make,it,understand,1
know,you,can,only,see,the,1
folded,your,arms,youd,look,exactly,1
glass,had,got,the,face,of,1
well,then,the,books,are,something,1
he,slowly,struggled,up,from,bar,1
in,as,cross,a,voice,as,1
went,on,i,shall,never,never,1
the,snow,and,youd,have,deserved,1
the,ball,of,worsted,to,clap,1
at,work,on,the,white,kitten,1
and,for,a,minute,or,two,1
im,going,to,tell,you,all,1
could,find,any,water,to,throw,1
of,ink,and,when,she,got,1
you,come,up,the,regular,way,1
of,my,whiskers,to,which,the,1
to,be,all,alive,and,the,1
and,the,white,queen,sitting,on,1
wasnt,thirsty,too,now,for,number,1
there,it,was,spread,over,the,1
fiddlestick,said,the,king,rubbing,his,1
that,what,could,be,seen,from,1
curled,up,in,a,corner,of,1
see,if,she,could,find,any,1
the,winding,and,now,and,then,1
up,anxiously,into,the,fire,as,1
he,panted,out,my,dear,i,1
however,she,could,find,nothing,but,1
could,hardly,hear,what,they,said,1
queen,sitting,on,the,edge,of,1
the,kitten,was,speaking,her,paw,1
perhaps,it,says,go,to,sleep,1
cried,out,as,she,rushed,past,1
making,you,tidy,so,you,couldnt,1
looking,glass,house,if,you,leave,1
little,oh,of,surprise,she,was,1
covered,with,ashes,she,said,afterwards,1
replied,you,havent,got,any,whiskers,1
them,yet,you,know,im,saving,1
hard,at,work,on,the,white,1
lay,perfectly,still,and,alice,was,1
somehow,as,if,i,were,invisible,1
the,old,cat,for,the,last,1
panted,the,queen,who,was,still,1
so,violently,that,she,knocked,him,1
had,to,leave,off,never,mind,1
room,only,the,things,go,the,1
mist,in,another,moment,alice,was,1
added,looking,reproachfully,at,the,old,1
little,out,of,breath,mind,you,1
she,had,recovered,her,breath,a,1
whisper,so,low,that,alice,could,1
they,hold,up,one,in,the,1
the,queen,and,set,her,on,1
knew,how,she,had,got,there,1
liked,being,very,exact,had,argued,1
you,can,see,through,the,glass,1
was,lying,quite,still,and,trying,1
before,all,because,alice,had,begun,1
,looking,glass,house,one,thing,1
the,king,took,no,notice,of,1
ball,as,if,it,would,be,1
was,a,real,one,blazing,away,1
of,them,and,alice,had,been,1
lets,pretend,the,glass,has,got,1
if,it,would,be,glad,to,1
thats,just,the,same,as,our,1
wake,up,in,the,summer,kitty,1
up,and,down,till,it,had,1
ill,put,you,through,into,looking,1
and,cant,get,at,me,then,1
chair,taking,the,kitten,and,the,1
so,you,couldnt,i,was,watching,1
poor,thing,down,by,its,ear,1
she,put,him,on,the,table,1
invisible,here,something,began,squeaking,on,1
to,the,kitten,and,sometimes,to,1
were,invisible,here,something,began,squeaking,1
her,you,make,me,laugh,so,1
wicked,little,thing,cried,alice,catching,1
was,sitting,curled,up,in,a,1
cried,alice,dropping,the,ball,of,1
that,he,could,neither,hear,her,1
put,down,the,saucer,of,milk,1
volcano,what,volcano,said,the,king,1
down,into,the,looking,glass,room,1
saved,up,all,my,punishments,she,1
was,very,nearly,opening,the,window,1
like,our,books,only,the,words,1
kissing,the,window,all,over,outside,1
to,the,white,king,who,was,1
i,turned,cold,to,the,very,1
i,should,be,sent,to,prison,1
therell,be,no,one,here,to,1
had,quite,a,long,argument,with,1
the,door,of,our,drawing,room,1
silvery,mist,in,another,moment,alice,1
touching,the,ball,as,if,it,1
same,as,our,drawing,room,only,1
kitty,i,heard,you,whats,that,1
alice,and,made,her,turn,her,1
go,the,other,way,i,can,1
a,little,she,called,out,to,1
herself,and,half,asleep,the,kitten,1
the,other,paw,she,rubbed,its,1
youd,have,deserved,it,you,little,1
as,possible,for,instance,the,pictures,1
alice,was,too,strong,for,him,1
went,on,as,she,put,her,1
our,fire,smokes,and,then,smoke,1
up,on,the,chimney,piece,while,1
of,her,noisy,little,daughter,the,1
spread,over,the,hearth,rug,all,1
mind,you,come,up,the,regular,1
of,worsted,to,clap,her,hands,1
she,was,hard,at,work,on,1
and,here,are,two,castles,walking,1
perfectly,still,and,alice,was,a,1
then,she,began,looking,about,and,1
him,a,little,he,was,so,1
soon,as,they,were,comfortably,settled,1
was,so,covered,with,ashes,she,1
our,books,to,the,glass,and,1
dinners,at,once,well,i,shouldnt,1
pretending,to,watch,the,progress,of,1
far,better,help,you,hadnt,i,1
see,one,of,the,white,pawns,1
through,she,was,up,on,the,1
that,you,say,pretending,that,the,1
and,here,i,wish,i,could,1
a,little,kiss,to,make,it,1
enough,she,added,as,she,smoothed,1
my,punishments,she,went,on,talking,1
were,comfortably,settled,again,when,i,1
i,cant,manage,this,one,a,1
fields,that,it,kisses,them,so,1
with,the,kitten,running,after,its,1
giving,it,a,little,kiss,to,1
be,when,they,see,me,through,1
good,directly,she,added,ill,put,1
thought,to,herself,as,she,noticed,1
quite,taken,away,her,breath,and,1
one,finger,im,going,to,tell,1
the,black,kittens,fault,entirely,for,1
youve,not,been,punished,for,any,1
the,white,king,and,the,white,1
me,then,she,began,looking,about,1
some,way,over,his,shoulder,and,1
alice,was,through,the,glass,and,1
went,on,talking,more,to,herself,1
find,that,there,was,a,real,1
i,get,upon,a,chair,all,1
rounder,and,rounder,till,her,hand,1
passage,as,far,as,you,can,1
he,thought,that,was,the,most,1
her,breath,and,for,a,minute,1
hours,getting,to,the,table,at,1
and,youd,have,deserved,it,you,1
wall,next,the,fire,seemed,to,1
winding,up,the,ball,again,but,1
anxious,to,be,of,use,and,1
blew,me,up,panted,the,queen,1
undone,again,and,there,it,was,1
see,suppose,each,punishment,was,to,1
sudden,thought,struck,her,and,she,1
youd,been,up,in,the,window,1
saying,i,assure,you,my,dear,1
a,little,out,of,breath,mind,1
panes,kitty,how,nice,and,soft,1
been,punished,for,any,of,them,1
to,purr,no,doubt,feeling,that,1
morrow,here,alice,wound,two,or,1
trying,to,purr,no,doubt,feeling,1
ball,rolled,down,upon,the,floor,1
to,bar,till,at,last,she,1
talking,all,the,time,sometimes,to,1
but,before,she,put,him,on,1
i,really,must,get,a,thinner,1
looking,glass,house,im,sure,its,1
slowly,struggled,up,from,bar,to,1
you,hadnt,i,but,the,king,1
to,drink,but,oh,kitty,now,1
comes,again,and,when,they,wake,1
open,and,its,very,like,our,1
the,pencil,which,came,some,way,1
noticed,that,what,could,be,seen,1
all,manner,of,things,that,i,1
it,was,true,im,sure,the,1
his,back,and,lay,perfectly,still,1
my,dear,i,turned,cold,to,1
punishments,for,wednesday,week,suppose,they,1
kitty,how,nice,and,soft,it,1
in,looking,glass,house,kitty,i,1
know,i,think,if,you,sat,1
them,do,you,hear,the,snow,1
theyd,give,you,milk,in,there,1
you,tidy,so,you,couldnt,i,1
with,a,little,oh,of,surprise,1
more,excuses,but,listen,number,two,1
any,more,excuses,but,listen,number,1
look,whether,there,was,a,fire,1
thing,she,did,was,to,look,1
the,king,made,when,he,found,1
fire,in,the,winter,you,never,1
that,we,can,get,through,why,1
it,was,spread,over,the,hearth,1
was,in,the,old,room,thought,1
way,beginning,at,the,nose,and,1
was,making,you,tidy,so,you,1
in,the,mischief,the,way,dinah,1
and,then,smoke,comes,up,in,1
hear,her,nor,see,her,so,1
wasnt,looking,thats,three,faults,kitty,1
looked,on,with,great,interest,as,1
running,after,its,own,tail,in,1
and,really,i,might,have,won,1
oh,kitty,now,we,come,to,1
the,kitten,running,after,its,own,1
could,manage,and,then,she,scrambled,1
them,then,and,ill,be,all,1
nasty,knight,that,came,wiggling,down,1
smokes,and,then,smoke,comes,up,1
came,some,way,over,his,shoulder,1
one,paw,and,then,with,the,1
with,her,favourite,phrase,lets,pretend,1
and,just,now,as,i,said,1
and,grinned,at,her,they,dont,1
very,anxious,to,be,of,use,1
my,dear,im,asking,it,seriously,1
ashes,will,get,into,it,there,1
by,the,old,cat,for,the,1
the,little,lily,in,silence,as,1
in,time,to,see,one,of,1
the,poor,little,lily,was,nearly,1
alice,got,the,red,queen,off,1
king,took,no,notice,of,the,1
up,one,of,our,books,to,1
could,find,nothing,but,a,bottle,1
only,see,the,back,of,it,1
for,some,time,without,saying,anything,1
black,kittens,fault,entirely,for,the,1
the,air,by,an,invisible,hand,1
was,the,black,kittens,fault,entirely,1
so,covered,with,ashes,she,said,1
we,can,get,through,why,its,1
the,miserable,day,came,i,should,1
end,of,the,pencil,which,came,1
rapid,journey,through,the,air,had,1
was,this,first,she,held,the,1
poor,little,lily,was,nearly,screaming,1
should,be,sent,to,prison,i,1
see,all,of,it,when,i,1
were,only,two,of,them,and,1
it,a,little,kiss,to,make,1
pretend,she,had,had,quite,a,1
king,who,was,sitting,sulkily,among,1
he,had,a,right,to,be,1
youd,have,guessed,if,youd,been,1
dear,and,alice,got,the,red,1
your,eyes,open,if,youd,shut,1
holding,up,one,finger,im,going,1
be,as,warm,here,as,i,1
and,made,her,turn,her,head,1
right,to,be,a,little,annoyed,1
covered,with,ashes,from,head,to,1
that,the,kitten,was,speaking,her,1
you,know,i,was,so,angry,1
no,one,here,to,scold,me,1
when,they,wake,up,in,the,1
it,up,and,down,till,it,1
may,be,quite,different,on,beyond,1
hand,in,the,mischief,the,way,1
trees,and,fields,that,it,kisses,1
assure,you,my,dear,i,turned,1
to,morrow,is,kitty,alice,began,1
you,say,pretending,that,the,kitten,1
king,took,an,enormous,memorandum,book,1
kitty,how,nice,it,would,be,1
yet,you,know,im,saving,up,1
paw,and,gently,touching,the,ball,1
go,and,see,the,bonfire,to,1
all,meant,for,its,good,but,1
now,dont,smile,my,dear,im,1
for,its,good,but,the,black,1
you,hear,the,snow,against,the,1
leave,off,never,mind,kitty,well,1
lifted,the,queen,that,she,mightnt,1
you,ought,dinah,you,know,you,1
say,beginning,with,her,favourite,phrase,1
get,a,thinner,pencil,i,cant,1
worsted,to,clap,her,hands,and,1
of,our,books,to,the,glass,1
as,the,other,alice,thought,to,1
with,it,it,was,the,black,1
only,you,know,it,may,be,1
two,of,them,and,alice,had,1
happen,next,it,is,the,voice,1
very,fast,as,she,was,talking,1
her,hands,and,knees,watching,them,1
been,up,in,the,window,with,1
ear,nurse,do,lets,pretend,that,1
and,it,snowed,so,they,had,1
how,nice,it,would,be,if,1
put,him,on,the,table,she,1
much,astonished,to,cry,out,but,1
cried,alice,catching,up,the,kitten,1
only,dinah,was,making,you,tidy,1
and,see,the,bonfire,to,morrow,1
till,her,hand,shook,so,with,1
said,the,king,rubbing,his,nose,1
have,happened,now,dont,make,any,1
and,perhaps,it,says,go,to,1
me,i,feel,somehow,as,if,1
your,fault,for,keeping,your,eyes,1
got,back,with,it,she,found,1
all,of,it,when,i,get,1
the,king,was,saying,i,assure,1
any,hand,in,the,mischief,the,1
another,moment,alice,was,through,the,1
arm,chair,half,talking,to,herself,1
what,would,they,do,at,the,1
house,if,you,leave,the,door,1
had,jumped,lightly,down,into,the,1
from,head,to,foot,alice,was,1
as,the,poor,little,lily,was,1
alice,dropping,the,ball,of,worsted,1
of,the,shovel,and,here,are,1
by,the,fall,he,had,a,1
chessmen,down,in,the,hearth,among,1
the,summer,comes,again,and,when,1
his,breath,away,but,before,she,1
chimney,piece,you,know,you,can,1
not,talk,so,much,ill,tell,1
i,were,invisible,here,something,began,1
she,called,out,to,the,white,1
kitten,had,been,having,its,face,1
see,her,so,alice,picked,him,1
dont,get,blown,up,alice,watched,1
things,in,it,lets,pretend,theres,1
notice,of,the,question,it,was,1
she,put,her,head,closer,down,1
of,the,chessmen,down,in,the,1
queen,and,set,her,on,the,1
all,in,green,and,dance,about,1
her,hands,and,i,do,so,1
all,knots,and,tangles,with,the,1
clap,her,hands,and,i,do,1
who,liked,being,very,exact,had,1
to,a,scramble,in,which,the,1
was,hard,at,work,on,the,1
to,make,it,look,as,if,1
me,up,panted,the,queen,who,1
twice,while,dinah,was,washing,your,1
which,came,some,way,over,his,1
they,were,comfortably,settled,again,when,1
progress,of,the,winding,and,now,1
pretty,cried,alice,dropping,the,ball,1
alice,was,sitting,curled,up,in,1
to,cry,out,but,his,eyes,1
never,seen,in,all,her,life,1
